Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
EVHOE,1997,4,CL,126438,Merlangius merlangus,440,,,,,,1,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,450,,,,,1,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,460,,,,,3,,1,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,470,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,480,,,,,,1,1,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,490,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,500,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,510,,,,,1,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,520,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,530,,,,,1,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,540,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,550,,,,,,,1,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,560,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,570,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,580,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,590,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,600,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,610,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,620,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,630,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,640,,,,,,,,,,,,20140402
EVHOE,1997,4,CL,126438,Merlangius merlangus,650,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,10,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,20,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,30,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,40,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,50,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,60,,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,70,5,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,80,5,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,90,14,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,100,30,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,110,33,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,120,32,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,130,33,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,140,36,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,150,36,1,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,160,32,,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,170,23,2,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,180,13,11,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,190,15,13,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,200,7,27,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,210,1,36,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,220,1,43,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,230,,48,,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,240,,44,1,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,250,,41,4,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,260,,31,11,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,270,,9,34,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,280,,2,44,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,290,,1,44,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,300,,,51,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,310,,,48,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,320,,,50,,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,330,,,39,6,,,,,,,,20140402
EVHOE,1997,4,EV,126484,Merluccius merluccius,340,,,20,19,,,,,,,,20140402
